id,date,price,area,rooms,half rooms,area_balcony,street,district,type
32594193,2022-08-02,49.9,97,2,0,0.0,Rottenbiller utca,VII,tegla
32594157,2022-08-02,69.64,102,3,0,0.0,Eötvös utca,VI,tegla
32593822,2022-08-02,26.5,51,1,2,0.0,Lujza utca 16,VIII,tegla
32593038,2022-08-02,73.0,92,4,0,0.0,Nefelejcs utca,VII,tegla
32592766,2022-08-02,195.0,120,3,0,0.0,Lipótváros,V,tegla
32592622,2022-08-02,120.0,87,3,0,0.0,Sas utca,V,tegla
32592300,2022-08-02,49.9,59,2,0,8.0,Zápor utca,III,tegla
32592285,2022-08-02,58.8,110,4,0,0.0,Külső-Erzsébetváros,VII,tegla
32591952,2022-08-02,450.0,108,4,0,0.0,Szemlőhegy,II,tegla
32591751,2022-08-02,104.49,95,4,0,17.0,Angyalföld,XIII,tegla
32591710,2022-08-02,129.0,79,3,0,0.0,Lipótváros,V,tegla
32591691,2022-08-02,39.9,56,2,0,0.0,Újpest,IV,csuszozsalus
32591434,2022-08-02,84.19,65,3,0,0.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32591431,2022-08-02,65.58,51,2,0,0.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32591428,2022-08-02,45.11,48,2,0,0.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32591393,2022-08-02,64.77,50,2,0,0.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32591385,2022-08-02,64.4,52,2,0,4.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32590412,2022-08-02,95.0,100,4,2,10.0,Márvány utca,XII,tegla
32589795,2022-08-02,62.0,74,3,1,4.0,Megyer,IV,panel
32586776,2022-08-02,39.9,56,2,0,4.0,Újpest,IV,csuszozsalus
32586577,2022-08-02,64.77,50,2,0,0.0,Belső-Terézváros,VI,tegla
32586574,2022-08-02,65.58,51,2,0,0.0,Belső-Terézváros,VI,tegla
32586564,2022-08-02,84.19,65,3,0,0.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
32586520,2022-08-02,133.2,101,3,0,23.0,Belső-Terézváros,VI,tegla
32585825,2022-08-02,69.9,110,4,0,0.0,Boráros tér,IX,tegla
32585584,2022-08-02,36.0,51,3,0,0.0,Józsefváros - Csarnoknegyed,VIII,tegla
32583970,2022-08-02,96.0,124,4,0,0.0,Középső-Ferencváros,IX,tegla
32583883,2022-08-02,92.0,88,3,0,7.0,Visegrádi utca,XIII,tegla
32582673,2022-08-02,450.0,108,4,0,145.0,Szemlőhegy,II,tegla
32582284,2022-08-02,39.9,67,2,0,0.0,Föveny utca,XIII,tegla
32581976,2022-08-02,32.9,25,2,0,0.0,Középső-Erzsébetváros,VII,tegla
32581924,2022-08-02,69.7,87,2,0,8.0,Józsefváros - Palotanegyed,VIII,tegla
32581907,2022-08-02,155.5,82,2,2,74.0,Tom Lantos sétány,XIII,tegla
32581879,2022-08-02,29.9,35,1,0,0.0,Erzsébet királyné útja 51,XIV,tegla
32581695,2022-08-02,43.9,48,2,0,0.0,Belső-Erzsébetváros,VII,tegla
32581613,2022-08-02,83.9,76,3,0,0.0,Birtok utca,XIV,tegla
32581213,2022-08-02,19.0,40,1,0,0.0,Erzsébetfalva,XX,tegla
32581032,2022-08-02,92.4,51,2,0,31.0,Mester utca,IX,tegla
32581005,2022-08-02,128.8,92,3,0,0.0,Mester utca,IX,tegla
32580488,2022-08-02,85.4,61,3,0,0.0,Középső-Ferencváros,IX,tegla
32579991,2022-08-02,34.0,67,2,1,7.0,Török Flóris utca,XX,csuszozsalus
32579129,2022-08-02,63.9,68,3,0,0.0,Józsefváros - Csarnoknegyed,VIII,tegla
32579046,2022-08-02,58.9,110,3,0,23.4,Miklóstelep,XVIII,tegla
32578624,2022-08-02,54.9,75,3,0,0.0,Józsefváros - Népszínháznegyed,VIII,tegla
32577238,2022-08-02,86.9,59,3,0,12.0,Baross utca,VIII,tegla
32576928,2022-08-02,59.0,61,2,1,2.0,Lakkozó utca 8.,IV,panel
32576755,2022-08-02,209.0,231,6,1,3.0,Pannónia utca,XIII,tegla
32576180,2022-08-02,175.0,119,4,1,8.0,Németvölgyi út,XI,tegla
32575930,2022-08-02,69.0,66,3,0,8.0,Középső-Erzsébetváros,VII,tegla
32575764,2022-08-02,648.63,580,1,0,0.0,Külső-Terézváros,VI,tegla
32574988,2022-08-02,79.0,64,2,0,0.0,Bécsi út,II,tegla
32574888,2022-08-02,17.0,20,1,0,0.0,Hermina út,XVI,tegla
32574486,2022-08-02,159.9,107,4,0,0.0,Testvérhegy,III,tegla
32573431,2022-08-02,16.0,28,2,0,0.0,Erzsébetfalva,XX,tegla
32572304,2022-08-02,26.9,25,1,0,0.0,Róbert Károly körút,XIII,tegla
32571428,2022-08-02,32.0,52,2,1,0.0,Táblás köz,IX,tegla
32571347,2022-08-02,65.99,47,2,0,5.0,Törökőr,XIV,tegla
32570643,2022-08-02,43.9,77,2,0,0.0,Rózsa utca,VII,tegla
32569967,2022-08-02,590.0,265,1,0,140.0,Falk Miksa utca,V,tegla
32569140,2022-08-02,17.0,30,1,0,0.0,Hársfa utca 34,VII,tegla
32569032,2022-08-02,14.3,26,1,0,0.0,Cserhát utca 17,VII,tegla
32568861,2022-08-02,16.9,29,1,0,0.0,Cserhát utca 3,VII,tegla
32567812,2022-08-02,330.0,169,3,0,70.0,Vizafogó,XIII,tegla
32567280,2022-08-02,115.0,179,4,1,0.0,Deák Ferenc utca,IV,tegla
32567255,2022-08-02,62.0,78,3,0,25.0,Törökvész út,II,tegla
32566840,2022-08-02,140.0,61,2,0,18.0,Orbánhegy,XII,tegla
32566688,2022-08-02,92.0,119,4,1,0.0,Víziváros - Váralja,I,tegla
32566551,2022-08-02,160.0,100,3,0,23.0,Víziváros - Váralja,I,tegla
32566516,2022-08-02,49.9,64,2,0,0.0,Rákóczi út,VIII,tegla
32566070,2022-08-02,226.0,157,7,0,7.0,Sashegy,XI,tegla
32565741,2022-08-02,27.5,29,1,0,9.0,Fiumei út 25,VIII,tegla
32565714,2022-08-02,69.9,60,3,0,0.0,Nagymező utca,VI,tegla
32565070,2022-08-02,15.0,35,1,0,0.0,Baross utca,VIII,tegla
32564935,2022-08-02,79.0,81,3,0,3.0,Angyal utca,IX,tegla
32563208,2022-08-02,44.0,47,1,1,0.0,Etele út,XI,panel
32562844,2022-08-02,137.45,106,3,0,0.0,Alsórákos,XIV,tegla
32562079,2022-08-02,33.9,29,1,1,0.0,Kúttó,X,tegla
32562002,2022-08-02,32.0,52,2,1,0.0,Külső-Ferencváros,IX,tegla
32561593,2022-08-02,170.0,322,8,0,0.0,Dózsa György út 38.,VII,tegla
32560925,2022-08-02,53.5,58,2,0,3.0,Tomori köz,XIII,tegla
32560475,2022-08-02,115.0,77,3,0,8.0,Újlipótváros,XIII,tegla
32560187,2022-08-02,125.0,125,4,0,4.0,Karinthy Frigyes út,XI,tegla
32560001,2022-08-02,278.55,85,3,0,0.0,Szent István tér,V,tegla
32559102,2022-08-02,79.8,99,3,0,0.0,József körút 8,VIII,tegla
32559022,2022-08-02,58.8,72,2,0,0.0,Marek József utca,VII,tegla
32559002,2022-08-02,85.0,82,5,2,0.0,Paulay Ede utca 43,VI,tegla
32558357,2022-08-02,220.0,126,5,0,0.0,Erzsébet körút,VII,tegla
32558166,2022-08-02,230.0,153,4,1,6.0,Nagymező utca,VI,tegla
32558140,2022-08-02,96.0,107,4,0,0.0,Váci út,XIII,tegla
32557137,2022-08-02,145.0,92,4,0,0.0,Október 6. utca,V,tegla
32556066,2022-08-02,39.9,56,2,0,4.0,Lőwy Izsák utca,IV,panel
32551711,2022-08-02,60.99,72,3,0,0.0,Práter utca,VIII,tegla
32547962,2022-08-02,52.9,63,2,1,0.0,Király utca,VII,tegla
32547370,2022-08-02,94.5,91,4,0,7.0,Viola utca,IX,tegla
32545284,2022-08-02,133.27,85,3,0,22.0,Külső-Terézváros,VI,tegla
32544856,2022-08-02,101.2,76,1,2,55.0,Frangepán utca,XIII,tegla
32544767,2022-08-02,63.0,60,1,1,12.0,Harmat utca,X,tegla
32544644,2022-08-02,104.49,94,2,2,17.0,Reitter Ferenc utca,XIII,tegla
32543691,2022-08-02,59.9,120,4,0,10.0,Árpád utca,XVI,tegla
32543288,2022-08-02,75.0,83,3,0,0.0,Kispest-Óváros,XIX,tegla
32543182,2022-08-02,79.0,64,2,0,0.0,Kurucles,II,tegla
32540062,2022-08-02,89.9,56,2,0,0.0,Bajcsy-Zsilinszky út,V,tegla
32539443,2022-08-02,77.8,74,3,0,4.0,Angyalföld,XIII,tegla
32539407,2022-08-02,54.9,78,2,0,0.0,Lósy Imre utca,VIII,tegla
32539298,2022-08-02,85.0,74,1,3,3.0,Halmi utca,XI,panel
32538214,2022-08-02,99.0,107,3,1,4.0,Belváros,V,tegla
32538186,2022-08-02,79.0,64,2,0,0.0,Újlak,II,tegla
32536879,2022-08-02,129.9,184,7,0,44.0,Alsórákos,XIV,tegla
32536873,2022-08-02,104.9,86,4,0,20.0,Vizafogó,XIII,tegla
32534765,2022-08-02,203.85,151,3,0,0.0,Lipótváros,V,tegla
32534229,2022-08-02,149.9,132,4,0,0.0,Belváros,V,tegla
32532396,2022-08-02,129.0,79,3,0,0.0,Bank utca,V,tegla
32532055,2022-08-02,101.0,90,2,0,0.0,Krisztinaváros - Városmajor,XII,tegla
32531047,2022-08-02,104.0,100,2,2,20.0,Orczy tér 1,VIII,tegla
32526596,2022-08-02,204.0,169,4,0,3.0,Lipótváros,V,tegla
32524486,2022-08-02,197.78,146,4,0,86.0,Haller utca,IX,tegla
32524155,2022-08-02,60.3,62,3,0,8.6,Kispest-Óváros,XIX,tegla
32521519,2022-08-02,165.0,58,1,2,42.0,Gellérthegy,I,tegla
32520965,2022-08-02,63.9,65,2,0,0.0,Eötvös utca,VI,tegla
32519216,2022-08-02,54.5,78,2,1,0.0,Molnár Ferenc tér 3,VIII,tegla
32519170,2022-08-02,90.0,96,4,0,0.0,Mikszáth Kálmán tér,VIII,tegla
32517559,2022-08-02,59.0,82,3,1,0.0,Lenhossék utca 8,IX,tegla
32517537,2022-08-02,73.9,116,4,0,0.0,Fiumei út,VIII,tegla
32517492,2022-08-02,79.59,65,3,0,0.0,Arany János utca,V,tegla
32517473,2022-08-02,109.0,161,4,0,0.0,Józsefváros - Palotanegyed,VIII,tegla
32517443,2022-08-02,109.9,98,3,0,0.0,Belváros,V,tegla
32514815,2022-08-02,33.9,77,2,1,0.0,Állomás utca,X,panel
32514656,2022-08-02,122.5,125,3,1,12.0,Karinthy Frigyes út,XI,tegla
32513069,2022-08-02,89.0,81,2,1,0.0,Margit körút,II,tegla
32511380,2022-08-02,120.0,157,3,0,45.0,Rózsa utca,III,tegla
32509814,2022-08-02,49.9,71,3,0,4.0,Havanna utca,XVIII,panel
32506362,2022-08-02,29.9,38,1,0,0.0,Hernád utca,VII,tegla
32504657,2022-08-02,29.99,45,2,0,0.0,Gyáli út,IX,tegla
32501816,2022-08-02,149.0,104,3,0,4.0,Belső-Ferencváros,IX,tegla
32501532,2022-08-02,79.9,102,4,0,0.0,Eötvös utca,VI,tegla
32499150,2022-08-02,105.0,92,3,0,20.0,Nánási út,III,tegla
32499083,2022-08-02,93.0,93,3,0,0.0,Nánási út,III,tegla
32498384,2022-08-02,29.9,64,2,0,0.0,Harmat utca 10.,X,tegla
32497933,2022-08-02,85.0,64,2,0,8.0,Pusztaszeri út 14,II,tegla
32497035,2022-08-02,46.0,56,2,0,2.0,Budapesti út,XVI,panel
